(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 1280, 1280, 1280, 960, 1280, 1280, 1280, 3072, 1280, 960, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8656, 0.8653, [616.5543721028525, 488.7493044935395, 1069.5142115310373, 1114.729838074276, 709.3146558103455, 712.889951090003, 769.2359983325593, 770.7122974551866, 1574.7503026305487, 889.3411916257867, 699.4867083649665, 682.9264623267283], [0.20070129300223064, 0.38183539413557777, 0.8355579777586228, 0.8708826859955281, 0.7388694331357766, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.5126140308042151, 0.6947978059576458, 0.7286319878801735, 0.7113817315903419], [0.03645866535830639, 0.05939848142631169, 0.0012153178336950171, 0.0015623668100040666, 0.0027022350005405315, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.015246308338575439, 0.010398345060951872, 0.006621202713100116, 0.0016229023306310205], 47.7738
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 1280, 1280, 1280, 960, 1280, 3072, 960, 960, 3072, 1280, 3072, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8759, 0.8757, [509.22627666590074, 488.7493044935395, 1069.5142115310373, 1114.729838074276, 709.3146558103455, 712.889951090003, 1716.5219257438011, 596.7016658116022, 646.9681060180883, 1869.886431620531, 898.0205465446517, 2085.1124597524], [0.39783302864523495, 0.38183539413557777, 0.8355579777586228, 0.8708826859955281, 0.7388694331357766, 0.5569452742890648, 0.5587636477030603, 0.6215642352204189, 0.6739251104355086, 0.6086869894598083, 0.7015785519880091, 0.6787475454923176], [0.020151102778117016, 0.05939848142631169, 0.0012153178336950171, 0.0015623668100040666, 0.0027022350005405315, 0.005385021011057548, 0.0025616599085236383, 0.0037756967433103263, 0.006977541223989868, 0.009852315844516615, 0.0071645530967778355, 0.0010646778400441627], 59.373312
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 960, 960, 3072, 960, 1280, 960, 960, 960, 960, 960, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8571, 0.8570, [509.22627666590074, 470.1462303939399, 815.6692135925377, 2046.166150998994, 709.3146558103455, 712.889951090003, 588.6086033299079, 596.7016658116022, 646.9681060180883, 703.7069923177187, 699.4867083649665, 682.9264623267283], [0.39783302864523495, 0.48973565666035407, 0.8496554308255602, 0.6660697106116517, 0.7388694331357766, 0.5569452742890648, 0.6131339618019873, 0.6215642352204189, 0.6739251104355086, 0.7330281169976236, 0.7286319878801735, 0.7113817315903419], [0.020151102778117016, 0.032494908535678727, 0.0007746399859023905, 0.05366070926962119, 0.0027022350005405315, 0.005385021011057548, 0.0024470299585176362, 0.0037756967433103263, 0.006977541223989868, 0.008001760160561899, 0.006621202713100116, 0.0016229023306310205], 42.963048
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 1280, 960, 960, 960, 960, 960, 1280, 3072, 3072, 1280, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8631, 0.8630, [509.22627666590074, 488.7493044935395, 815.6692135925377, 851.2617783249559, 709.3146558103455, 556.1820745827506, 588.6086033299079, 770.7122974551866, 1574.7503026305487, 1869.886431620531, 898.0205465446517, 899.7818343412096], [0.39783302864523495, 0.38183539413557777, 0.8496554308255602, 0.8867310190884957, 0.7388694331357766, 0.5793563276903652, 0.6131339618019873, 0.6021189823868645, 0.5126140308042151, 0.6086869894598083, 0.7015785519880091, 0.7029545580790699], [0.020151102778117016, 0.05939848142631169, 0.0007746399859023905, 0.0010475067991240305, 0.0027022350005405315, 0.005159903065182869, 0.0024470299585176362, 0.0039714710457255135, 0.015246308338575439, 0.009852315844516615, 0.0071645530967778355, 0.0014314055218757878], 46.94436
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 1280, 1280, 3072, 960, 1280, 960, 960, 960, 1280, 960, 960, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8670, 0.8669, [431.0621996285788, 488.7493044935395, 1069.5142115310373, 2046.166150998994, 709.3146558103455, 712.889951090003, 588.6086033299079, 596.7016658116022, 646.9681060180883, 889.3411916257867, 699.4867083649665, 682.9264623267283], [0.44902312461310295, 0.38183539413557777, 0.8355579777586228, 0.6660697106116517, 0.7388694331357766, 0.5569452742890648, 0.6131339618019873, 0.6215642352204189, 0.6739251104355086, 0.6947978059576458, 0.7286319878801735, 0.7113817315903419], [0.015870758157989596, 0.05939848142631169, 0.0012153178336950171, 0.05366070926962119, 0.0027022350005405315, 0.005385021011057548, 0.0024470299585176362, 0.0037756967433103263, 0.006977541223989868, 0.010398345060951872, 0.006621202713100116, 0.0016229023306310205], 51.902208
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 960, 1280, 3072, 1280, 1280, 3072, 1280, 3072, 960, 1280, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8736, 0.8736, [616.5543721028525, 470.1462303939399, 1069.5142115310373, 2046.166150998994, 908.3938999559732, 712.889951090003, 1716.5219257438011, 770.7122974551866, 1574.7503026305487, 703.7069923177187, 898.0205465446517, 899.7818343412096], [0.20070129300223064, 0.48973565666035407, 0.8355579777586228, 0.6660697106116517, 0.709682734340604, 0.5569452742890648, 0.5587636477030603, 0.6021189823868645, 0.5126140308042151, 0.7330281169976236, 0.7015785519880091, 0.7029545580790699], [0.03645866535830639, 0.032494908535678727, 0.0012153178336950171, 0.05366070926962119, 0.004649276801154095, 0.005385021011057548, 0.0025616599085236383, 0.0039714710457255135, 0.015246308338575439, 0.008001760160561899, 0.0071645530967778355, 0.0014314055218757878], 52.833384
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 3072, 1280, 3072, 960, 3072, 1280, 960, 960, 960, 1280, 3072, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8712, 0.8714, [616.5543721028525, 556.0906216179144, 1069.5142115310373, 2046.166150998994, 709.3146558103455, 1524.2971863140383, 769.2359983325593, 596.7016658116022, 646.9681060180883, 703.7069923177187, 898.0205465446517, 2085.1124597524], [0.20070129300223064, 0.18101908255791485, 0.8355579777586228, 0.6660697106116517, 0.7388694331357766, 0.496190490336601, 0.600965623697312, 0.6215642352204189, 0.6739251104355086, 0.7330281169976236, 0.7015785519880091, 0.6787475454923176], [0.03645866535830639, 0.053566613280772196, 0.0012153178336950171, 0.05366070926962119, 0.0027022350005405315, 0.00510303339905047, 0.002283404692589364, 0.0037756967433103263, 0.006977541223989868, 0.008001760160561899, 0.0071645530967778355, 0.0010646778400441627], 64.386816
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 960, 960, 960, 1280, 960, 960, 3072, 960, 960, 3072, 960, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8692, 0.8693, [509.22627666590074, 470.1462303939399, 815.6692135925377, 851.2617783249559, 908.3938999559732, 556.1820745827506, 588.6086033299079, 1676.0156845581612, 646.9681060180883, 703.7069923177187, 1973.3910160496948, 682.9264623267283], [0.39783302864523495, 0.48973565666035407, 0.8496554308255602, 0.8867310190884957, 0.709682734340604, 0.5793563276903652, 0.6131339618019873, 0.5455780223171097, 0.6739251104355086, 0.7330281169976236, 0.6423798880370101, 0.7113817315903419], [0.020151102778117016, 0.032494908535678727, 0.0007746399859023905, 0.0010475067991240305, 0.004649276801154095, 0.005159903065182869, 0.0024470299585176362, 0.004266385052887681, 0.006977541223989868, 0.008001760160561899, 0.005547960487964383, 0.0016229023306310205], 54.1632
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 960, 1280, 960, 3072, 960, 3072, 3072, 1280, 1280, 960, 3072, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8684, 0.8683, [509.22627666590074, 470.1462303939399, 1069.5142115310373, 851.2617783249559, 1648.8451510426842, 556.1820745827506, 1716.5219257438011, 1676.0156845581612, 809.3523714139644, 889.3411916257867, 699.4867083649665, 2085.1124597524], [0.39783302864523495, 0.48973565666035407, 0.8355579777586228, 0.8867310190884957, 0.5367334476050404, 0.5793563276903652, 0.5587636477030603, 0.5455780223171097, 0.6323065401671597, 0.6947978059576458, 0.7286319878801735, 0.6787475454923176], [0.020151102778117016, 0.032494908535678727, 0.0012153178336950171, 0.0010475067991240305, 0.030311935357922773, 0.005159903065182869, 0.0025616599085236383, 0.004266385052887681, 0.010491569090021562, 0.010398345060951872, 0.006621202713100116, 0.0010646778400441627], 52.003944
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 960, 1280, 1280, 1280, 960, 960, 960, 3072, 1280, 960, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8632, 0.8631, [616.5543721028525, 470.1462303939399, 1069.5142115310373, 1114.729838074276, 908.3938999559732, 556.1820745827506, 588.6086033299079, 596.7016658116022, 1574.7503026305487, 889.3411916257867, 699.4867083649665, 682.9264623267283], [0.20070129300223064, 0.48973565666035407, 0.8355579777586228, 0.8708826859955281, 0.709682734340604, 0.5793563276903652, 0.6131339618019873, 0.6215642352204189, 0.5126140308042151, 0.6947978059576458, 0.7286319878801735, 0.7113817315903419], [0.03645866535830639, 0.032494908535678727, 0.0012153178336950171, 0.0015623668100040666, 0.004649276801154095, 0.005159903065182869, 0.0024470299585176362, 0.0037756967433103263, 0.015246308338575439, 0.010398345060951872, 0.006621202713100116, 0.0016229023306310205], 46.52964
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 3072, 1280, 960, 1280, 1280, 3072, 3072, 960, 3072, 960, 1280, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8794, 0.8793, [616.5543721028525, 556.0906216179144, 1069.5142115310373, 851.2617783249559, 908.3938999559732, 712.889951090003, 1716.5219257438011, 1676.0156845581612, 646.9681060180883, 1869.886431620531, 699.4867083649665, 899.7818343412096], [0.20070129300223064, 0.18101908255791485, 0.8355579777586228, 0.8867310190884957, 0.709682734340604, 0.5569452742890648, 0.5587636477030603, 0.5455780223171097, 0.6739251104355086, 0.6086869894598083, 0.7286319878801735, 0.7029545580790699], [0.03645866535830639, 0.053566613280772196, 0.0012153178336950171, 0.0010475067991240305, 0.004649276801154095, 0.005385021011057548, 0.0025616599085236383, 0.004266385052887681, 0.006977541223989868, 0.009852315844516615, 0.006621202713100116, 0.0014314055218757878], 64.878336
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 3072, 3072, 3072, 1280, 3072, 1280, 1280, 3072, 3072, 960, 3072, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8845, 0.8848, [431.0621996285788, 556.0906216179144, 1648.648144993217, 2046.166150998994, 908.3938999559732, 1524.2971863140383, 769.2359983325593, 770.7122974551866, 1574.7503026305487, 1869.886431620531, 699.4867083649665, 2085.1124597524], [0.44902312461310295, 0.18101908255791485, 0.5366693180316462, 0.6660697106116517, 0.709682734340604, 0.496190490336601, 0.600965623697312, 0.6021189823868645, 0.5126140308042151, 0.6086869894598083, 0.7286319878801735, 0.6787475454923176], [0.015870758157989596, 0.053566613280772196, 0.0863984414177056, 0.05366070926962119, 0.004649276801154095, 0.00510303339905047, 0.002283404692589364, 0.0039714710457255135, 0.015246308338575439, 0.009852315844516615, 0.006621202713100116, 0.0010646778400441627], 70.87488
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 3072, 960, 3072, 960, 960, 1280, 960, 1280, 1280, 1280, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8582, 0.8580, [509.22627666590074, 556.0906216179144, 815.6692135925377, 2046.166150998994, 709.3146558103455, 556.1820745827506, 769.2359983325593, 596.7016658116022, 809.3523714139644, 889.3411916257867, 898.0205465446517, 682.9264623267283], [0.39783302864523495, 0.18101908255791485, 0.8496554308255602, 0.6660697106116517, 0.7388694331357766, 0.5793563276903652, 0.600965623697312, 0.6215642352204189, 0.6323065401671597, 0.6947978059576458, 0.7015785519880091, 0.7113817315903419], [0.020151102778117016, 0.053566613280772196, 0.0007746399859023905, 0.05366070926962119, 0.0027022350005405315, 0.005159903065182869, 0.002283404692589364, 0.0037756967433103263, 0.010491569090021562, 0.010398345060951872, 0.0071645530967778355, 0.0016229023306310205], 46.94436
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 960, 960, 3072, 3072, 3072, 1280, 1280, 1280, 960, 1280, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8665, 0.8665, [616.5543721028525, 470.1462303939399, 815.6692135925377, 2046.166150998994, 1648.8451510426842, 1524.2971863140383, 769.2359983325593, 770.7122974551866, 809.3523714139644, 703.7069923177187, 898.0205465446517, 899.7818343412096], [0.20070129300223064, 0.48973565666035407, 0.8496554308255602, 0.6660697106116517, 0.5367334476050404, 0.496190490336601, 0.600965623697312, 0.6021189823868645, 0.6323065401671597, 0.7330281169976236, 0.7015785519880091, 0.7029545580790699], [0.03645866535830639, 0.032494908535678727, 0.0007746399859023905, 0.05366070926962119, 0.030311935357922773, 0.00510303339905047, 0.002283404692589364, 0.0039714710457255135, 0.010491569090021562, 0.008001760160561899, 0.0071645530967778355, 0.0014314055218757878], 52.418664
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 1280, 1280, 1280, 960, 1280, 1280, 1280, 3072, 1280, 3072, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8655, 0.8652, [509.22627666590074, 488.7493044935395, 1069.5142115310373, 1114.729838074276, 709.3146558103455, 712.889951090003, 769.2359983325593, 770.7122974551866, 1574.7503026305487, 889.3411916257867, 1973.3910160496948, 899.7818343412096], [0.39783302864523495, 0.38183539413557777, 0.8355579777586228, 0.8708826859955281, 0.7388694331357766, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.5126140308042151, 0.6947978059576458, 0.6423798880370101, 0.7029545580790699], [0.020151102778117016, 0.05939848142631169, 0.0012153178336950171, 0.0015623668100040666, 0.0027022350005405315, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.015246308338575439, 0.010398345060951872, 0.005547960487964383, 0.0014314055218757878], 48.60324
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 960, 960, 960, 1280, 1280, 1280, 1280, 960, 1280, 960, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8599, 0.8599, [509.22627666590074, 470.1462303939399, 815.6692135925377, 851.2617783249559, 908.3938999559732, 712.889951090003, 769.2359983325593, 770.7122974551866, 646.9681060180883, 889.3411916257867, 699.4867083649665, 682.9264623267283], [0.39783302864523495, 0.48973565666035407, 0.8496554308255602, 0.8867310190884957, 0.709682734340604, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.6739251104355086, 0.6947978059576458, 0.7286319878801735, 0.7113817315903419], [0.020151102778117016, 0.032494908535678727, 0.0007746399859023905, 0.0010475067991240305, 0.004649276801154095, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.006977541223989868, 0.010398345060951872, 0.006621202713100116, 0.0016229023306310205], 41.884776
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 3072, 1280, 3072, 1280, 1280, 1280, 1280, 960, 3072, 1280, 960, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8755, 0.8757, [509.22627666590074, 556.0906216179144, 1069.5142115310373, 2046.166150998994, 908.3938999559732, 712.889951090003, 769.2359983325593, 770.7122974551866, 646.9681060180883, 1869.886431620531, 898.0205465446517, 682.9264623267283], [0.39783302864523495, 0.18101908255791485, 0.8355579777586228, 0.6660697106116517, 0.709682734340604, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.6739251104355086, 0.6086869894598083, 0.7015785519880091, 0.7113817315903419], [0.020151102778117016, 0.053566613280772196, 0.0012153178336950171, 0.05366070926962119, 0.004649276801154095, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.006977541223989868, 0.009852315844516615, 0.0071645530967778355, 0.0016229023306310205], 59.864832
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 1280, 3072, 1280, 960, 1280, 3072, 960, 3072, 1280, 960, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8679, 0.8678, [509.22627666590074, 488.7493044935395, 1648.648144993217, 1114.729838074276, 709.3146558103455, 712.889951090003, 1716.5219257438011, 596.7016658116022, 1574.7503026305487, 889.3411916257867, 699.4867083649665, 899.7818343412096], [0.39783302864523495, 0.38183539413557777, 0.5366693180316462, 0.8708826859955281, 0.7388694331357766, 0.5569452742890648, 0.5587636477030603, 0.6215642352204189, 0.5126140308042151, 0.6947978059576458, 0.7286319878801735, 0.7029545580790699], [0.020151102778117016, 0.05939848142631169, 0.0863984414177056, 0.0015623668100040666, 0.0027022350005405315, 0.005385021011057548, 0.0025616599085236383, 0.0037756967433103263, 0.015246308338575439, 0.010398345060951872, 0.006621202713100116, 0.0014314055218757878], 50.096232
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 3072, 3072, 1280, 960, 3072, 3072, 3072, 3072, 960, 1280, 3072, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8728, 0.8728, [509.22627666590074, 556.0906216179144, 1648.648144993217, 1114.729838074276, 709.3146558103455, 1524.2971863140383, 1716.5219257438011, 1676.0156845581612, 1574.7503026305487, 703.7069923177187, 898.0205465446517, 2085.1124597524], [0.39783302864523495, 0.18101908255791485, 0.5366693180316462, 0.8708826859955281, 0.7388694331357766, 0.496190490336601, 0.5587636477030603, 0.5455780223171097, 0.5126140308042151, 0.7330281169976236, 0.7015785519880091, 0.6787475454923176], [0.020151102778117016, 0.053566613280772196, 0.0863984414177056, 0.0015623668100040666, 0.0027022350005405315, 0.00510303339905047, 0.0025616599085236383, 0.004266385052887681, 0.015246308338575439, 0.008001760160561899, 0.0071645530967778355, 0.0010646778400441627], 59.80068
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 3072, 3072, 960, 1280, 1280, 1280, 1280, 960, 960, 960, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8599, 0.8600, [509.22627666590074, 556.0906216179144, 1648.648144993217, 851.2617783249559, 908.3938999559732, 712.889951090003, 769.2359983325593, 770.7122974551866, 646.9681060180883, 703.7069923177187, 699.4867083649665, 899.7818343412096], [0.39783302864523495, 0.18101908255791485, 0.5366693180316462, 0.8867310190884957, 0.709682734340604, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.6739251104355086, 0.7330281169976236, 0.7286319878801735, 0.7029545580790699], [0.020151102778117016, 0.053566613280772196, 0.0863984414177056, 0.0010475067991240305, 0.004649276801154095, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.006977541223989868, 0.008001760160561899, 0.006621202713100116, 0.0014314055218757878], 47.35908
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 1280, 3072, 3072, 960, 1280, 3072, 960, 1280, 960, 960, 960, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8615, 0.8617, [509.22627666590074, 556.0906216179144, 1648.648144993217, 851.2617783249559, 908.3938999559732, 1524.2971863140383, 588.6086033299079, 770.7122974551866, 646.9681060180883, 703.7069923177187, 699.4867083649665, 899.7818343412096], [0.39783302864523495, 0.18101908255791485, 0.5366693180316462, 0.8867310190884957, 0.709682734340604, 0.496190490336601, 0.6131339618019873, 0.6021189823868645, 0.6739251104355086, 0.7330281169976236, 0.7286319878801735, 0.7029545580790699], [0.020151102778117016, 0.053566613280772196, 0.0863984414177056, 0.0010475067991240305, 0.004649276801154095, 0.00510303339905047, 0.0024470299585176362, 0.0039714710457255135, 0.006977541223989868, 0.008001760160561899, 0.006621202713100116, 0.0014314055218757878], 49.266792
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 3072, 960, 3072, 1280, 960, 1280, 3072, 1280, 1280, 960, 960, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8737, 0.8738, [431.0621996285788, 556.0906216179144, 815.6692135925377, 2046.166150998994, 908.3938999559732, 556.1820745827506, 769.2359983325593, 1676.0156845581612, 809.3523714139644, 889.3411916257867, 699.4867083649665, 682.9264623267283], [0.44902312461310295, 0.18101908255791485, 0.8496554308255602, 0.6660697106116517, 0.709682734340604, 0.5793563276903652, 0.600965623697312, 0.5455780223171097, 0.6323065401671597, 0.6947978059576458, 0.7286319878801735, 0.7113817315903419], [0.015870758157989596, 0.053566613280772196, 0.0007746399859023905, 0.05366070926962119, 0.004649276801154095, 0.005159903065182869, 0.002283404692589364, 0.004266385052887681, 0.010491569090021562, 0.010398345060951872, 0.006621202713100116, 0.0016229023306310205], 58.390272
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 1280, 960, 3072, 1280, 1280, 1280, 1280, 1280, 3072, 3072, 1280, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8753, 0.8755, [431.0621996285788, 488.7493044935395, 815.6692135925377, 2046.166150998994, 908.3938999559732, 712.889951090003, 769.2359983325593, 770.7122974551866, 809.3523714139644, 1869.886431620531, 1973.3910160496948, 899.7818343412096], [0.44902312461310295, 0.38183539413557777, 0.8496554308255602, 0.6660697106116517, 0.709682734340604, 0.5569452742890648, 0.600965623697312, 0.6021189823868645, 0.6323065401671597, 0.6086869894598083, 0.6423798880370101, 0.7029545580790699], [0.015870758157989596, 0.05939848142631169, 0.0007746399859023905, 0.05366070926962119, 0.004649276801154095, 0.005385021011057548, 0.002283404692589364, 0.0039714710457255135, 0.010491569090021562, 0.009852315844516615, 0.005547960487964383, 0.0014314055218757878], 59.864832
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 1280, 960, 1280, 3072, 1280, 960, 3072, 3072, 3072, 3072, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8682, 0.8681, [431.0621996285788, 488.7493044935395, 815.6692135925377, 1114.729838074276, 1648.8451510426842, 712.889951090003, 588.6086033299079, 1676.0156845581612, 1574.7503026305487, 1869.886431620531, 1973.3910160496948, 899.7818343412096], [0.44902312461310295, 0.38183539413557777, 0.8496554308255602, 0.8708826859955281, 0.5367334476050404, 0.5569452742890648, 0.6131339618019873, 0.5455780223171097, 0.5126140308042151, 0.6086869894598083, 0.6423798880370101, 0.7029545580790699], [0.015870758157989596, 0.05939848142631169, 0.0007746399859023905, 0.0015623668100040666, 0.030311935357922773, 0.005385021011057548, 0.0024470299585176362, 0.004266385052887681, 0.015246308338575439, 0.009852315844516615, 0.005547960487964383, 0.0014314055218757878], 54.741096
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 3072, 1280, 960, 3072, 1280, 960, 3072, 1280, 960, 960, 3072, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8668, 0.8667, [616.5543721028525, 488.7493044935395, 815.6692135925377, 2046.166150998994, 908.3938999559732, 556.1820745827506, 1716.5219257438011, 770.7122974551866, 646.9681060180883, 703.7069923177187, 1973.3910160496948, 682.9264623267283], [0.20070129300223064, 0.38183539413557777, 0.8496554308255602, 0.6660697106116517, 0.709682734340604, 0.5793563276903652, 0.5587636477030603, 0.6021189823868645, 0.6739251104355086, 0.7330281169976236, 0.6423798880370101, 0.7113817315903419], [0.03645866535830639, 0.05939848142631169, 0.0007746399859023905, 0.05366070926962119, 0.004649276801154095, 0.005159903065182869, 0.0025616599085236383, 0.0039714710457255135, 0.006977541223989868, 0.008001760160561899, 0.005547960487964383, 0.0016229023306310205], 51.589224
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 3072, 1280, 960, 1280, 1280, 3072, 1280, 1280, 960, 960, 1280, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768), 0.8737, 0.8738, [431.0621996285788, 556.0906216179144, 1069.5142115310373, 851.2617783249559, 908.3938999559732, 712.889951090003, 1716.5219257438011, 770.7122974551866, 809.3523714139644, 703.7069923177187, 699.4867083649665, 899.7818343412096], [0.44902312461310295, 0.18101908255791485, 0.8355579777586228, 0.8867310190884957, 0.709682734340604, 0.5569452742890648, 0.5587636477030603, 0.6021189823868645, 0.6323065401671597, 0.7330281169976236, 0.7286319878801735, 0.7029545580790699], [0.015870758157989596, 0.053566613280772196, 0.0012153178336950171, 0.0010475067991240305, 0.004649276801154095, 0.005385021011057548, 0.0025616599085236383, 0.0039714710457255135, 0.010491569090021562, 0.008001760160561899, 0.006621202713100116, 0.0014314055218757878], 56.12928
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 1280, 1280, 3072, 3072, 3072, 3072, 960, 3072, 960, 1280, 960, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8725, 0.8724, [431.0621996285788, 488.7493044935395, 1069.5142115310373, 2046.166150998994, 1648.8451510426842, 1524.2971863140383, 1716.5219257438011, 596.7016658116022, 1574.7503026305487, 703.7069923177187, 898.0205465446517, 682.9264623267283], [0.44902312461310295, 0.38183539413557777, 0.8355579777586228, 0.6660697106116517, 0.5367334476050404, 0.496190490336601, 0.5587636477030603, 0.6215642352204189, 0.5126140308042151, 0.7330281169976236, 0.7015785519880091, 0.7113817315903419], [0.015870758157989596, 0.05939848142631169, 0.0012153178336950171, 0.05366070926962119, 0.030311935357922773, 0.00510303339905047, 0.0025616599085236383, 0.0037756967433103263, 0.015246308338575439, 0.008001760160561899, 0.0071645530967778355, 0.0016229023306310205], 54.326376
(768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 768, 960, 3072, 3072, 3072, 3072, 3072, 3072, 960, 960, 1280, 960, 1280, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648, 648), 0.8705, 0.8706, [431.0621996285788, 556.0906216179144, 1648.648144993217, 2046.166150998994, 1648.8451510426842, 1524.2971863140383, 1716.5219257438011, 596.7016658116022, 646.9681060180883, 889.3411916257867, 699.4867083649665, 899.7818343412096], [0.44902312461310295, 0.18101908255791485, 0.5366693180316462, 0.6660697106116517, 0.5367334476050404, 0.496190490336601, 0.5587636477030603, 0.6215642352204189, 0.6739251104355086, 0.6947978059576458, 0.7286319878801735, 0.7029545580790699], [0.015870758157989596, 0.053566613280772196, 0.0863984414177056, 0.05366070926962119, 0.030311935357922773, 0.00510303339905047, 0.0025616599085236383, 0.0037756967433103263, 0.006977541223989868, 0.010398345060951872, 0.006621202713100116, 0.0014314055218757878], 56.648808
